,License #,is_ADU_builder,ADU_performance_score,Bldg-New_count,Bldg-Alter/Repair_count,Bldg-Addition_count,2020_proj_count,2019_proj_count,2018_proj_count,2017_proj_count,2016_proj_count,2015_proj_count,2014_proj_count,2013_proj_count,experience,non_ADU_proj_count,non_ADU_avg_insp,non_ADU_avg_time_per_insp
3781,866049.0,True,17.571428571428573,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2183,2,16.5,20.568181818181817
3789,1019908.0,True,9.571428571428571,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1594,2,21.0,33.228125
3827,450234.0,True,3.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1254,1,5.0,10.0
3829,655448.0,True,24.4,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,783,1,11.0,20.181818181818183
3880,1021909.0,True,32.142857142857146,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1065,3,7.666666666666667,70.92222222222222
3908,772995.0,True,9.35897435897436,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,989,2,8.0,54.7063492063492
3926,945267.0,True,11.761904761904763,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1365,1,9.0,77.55555555555556
3937,1023669.0,True,4.666666666666667,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,302,1,6.0,5.833333333333333
4094,582921.0,True,11.642857142857142,0.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1699,2,6.0,48.1875
4102,336964.0,True,24.82758620689655,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1168,2,12.5,18.272435897435898
4135,1011391.0,True,9.363636363636363,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2623,1,6.0,15.333333333333334
4171,926293.0,True,2.8421052631578947,0.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1261,2,7.0,12.3
4183,200254.0,True,50.666666666666664,0.0,5.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,3.0,630,7,7.142857142857143,24.295918367346935
4213,485377.0,True,37.642857142857146,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,742,1,4.0,9.25
4228,949623.0,True,21.428571428571427,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1434,1,13.0,26.307692307692307
4238,421531.0,True,22.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1150,1,12.0,37.333333333333336
4240,993873.0,True,13.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1689,1,13.0,19.384615384615383
4251,632909.0,True,68.75,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,735,2,17.5,20.902298850574713
4267,292923.0,True,15.899828541281984,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,652,1,6.0,18.333333333333332
4304,878265.0,True,9.142857142857142,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,301,1,14.0,4.857142857142857
4331,975981.0,True,7.571428571428571,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1022,1,15.0,23.533333333333335
4364,971826.0,True,15.272727272727273,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1027,1,5.0,18.4
4378,1019886.0,True,9.722222222222223,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1087,2,9.5,10.48076923076923
4452,911731.0,True,9.4,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1020,1,4.0,22.0
4499,1008039.0,True,4.277777777777778,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,882,1,7.0,33.714285714285715
4590,699132.0,True,43.375,0.0,1.0,4.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1834,4,12.25,26.959193438140808
4643,1015495.0,True,18.428571428571427,0.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,372,2,5.5,7.216666666666667
4978,781815.0,True,11.73684210526316,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,960,1,5.0,3.6
5099,423157.0,True,15.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,987,1,7.0,29.571428571428573
5152,548724.0,True,6.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,881,1,10.0,15.3
